"('LIST OF CANDIDATES', ['BALLOT', 'ROSTER', 'SLATE', 'TICKET'])","('PROTECTIVE BARRIER', ['BUFFER', 'CUSHION', 'PAD', 'SHIELD'])","('MEDICINE FORMATS', ['CAPSULE', 'CREAM', 'SYRUP', 'TABLET'])","('PEA ___', ['COAT', 'GREEN', 'POD', 'SOUP'])"
"('THINGS TO PAY', ['BILL', 'CHECK', 'INVOICE', 'TAB'])","('THIEVE', ['PINCH', 'ROB', 'STEAL', 'SWIPE'])","('MALE ANIMALS', ['BUCK', 'BULL', 'JACK', 'TOM'])","('LEGWEAR, IN THE SINGULAR', ['JEAN', 'PANT', 'SHORT', 'TIGHT'])"
"('CREDENTIALS FOR ENTRY', ['BADGE', 'INVITE', 'PASS', 'TICKET'])","('PRESIDE OVER', ['CHAIR', 'DIRECT', 'LEAD', 'RUN'])","('AMERICAN FOOTBALL POSITIONS', ['CENTER', 'END', 'SAFETY', 'TACKLE'])","('POSTPONE', ['HOLD', 'PUNT', 'STALL', 'TABLE'])"
"('TOPIC OF DISCUSSION', ['ISSUE', 'MATTER', 'POINT', 'SUBJECT'])","('SECTION OF ONE\xe2\x80\x99S LIFE', ['CHAPTER', 'PERIOD', 'PHASE', 'STAGE'])","('PARTS OF A CAR, INFORMALLY', ['DASH', 'SHOCK', 'TANK', 'WHEEL'])","('COLOR HOMOPHONES', ['BLEW', 'CHORAL', 'READ', 'ROWS'])"
"('STATES OF MATTER', ['GAS', 'LIQUID', 'PLASMA', 'SOLID'])","('ALL-TIMER', ['GREAT', 'HERO', 'ICON', 'LEGEND'])","('\x80\x9cPH\xe2\x80\x9d WORDS THAT ALSO WORK WITH \xe2\x80\x9cF\xe2\x80\x9d', ['PHAT', 'PHEW', 'PHILLY', 'PHISH'])","('___ PITCH', ['ELEVATOR', 'FEVER', 'PERFECT', 'SALES'])"
"('BIT OF MAGIC', ['CHARM', 'CURSE', 'HEX', 'SPELL'])","('FOUND AROUND A FIREPLACE', ['FLUE', 'GRATE', 'LOG', 'POKER'])","('THINGS SEEN AT A CASINO', ['CARDS', 'CHIPS', 'DICE', 'SLOTS'])","('WAYS TO PREPARE CHEESE', ['CRUMBLE', 'MELT', 'SHRED', 'SLICE'])"
"('CLEANING SUPPLIES', ['BROOM', 'MOP', 'RAG', 'SPONGE'])","('ELEMENTS OF COOKING, PER SAMIN NOSRAT', ['SALT', 'FAT', 'ACID', 'HEAT'])","('THINGS THAT MAKE YOU SNEEZE', ['DUST', 'PEPPER', 'POLLEN', 'SMOKE'])","('TITULAR FICTIONAL DETECTIVES', ['MAGNUM', 'MONK', 'SHAFT', 'TRACY'])"
"('THINGS THAT ARE ORANGE', ['BASKETBALL', 'CARROT', 'GOLDFISH', 'PUMPKIN'])","('LONG, SKINNY OBJECTS', ['POLE', 'ROD', 'STAFF', 'STICK'])","('SEEN ON A GOLF COURSE', ['CART', 'CLUB', 'HOLE', 'TEE'])","('SHAPES OF CAPITAL GREEK LETTERS', ['CIRCLE', 'HORSESHOE', 'PITCHFORK', 'TRIANGLE'])"
"('TECH COMPANIES', ['ALPHABET', 'AMAZON', 'APPLE', 'META'])","('KINDS OF EXAMS', ['BAR', 'FINAL', 'ORAL', 'PHYSICAL'])","('SOMETHING EXEMPLARY', ['BEAUTY', 'GEM', 'MARVEL', 'PEACH'])","('___ TOOTH', ['BABY', 'EYE', 'SWEET', 'WISDOM'])"
"('STRONG SMELL', ['FUNK', 'MUSK', 'ODOR', 'TANG'])","('MOVE BACK AND FORTH', ['ROCK', 'SWAY', 'SWING', 'WAVE'])","('THINGS TO PICK', ['AFRO', 'BONE', 'FIGHT', 'LOCK'])","('___ BALL', ['CRYSTAL', 'DISCO', 'FOUL', 'GUTTER'])"
"('PLAYFULLY BOTHER', ['JOSH', 'KID', 'RIB', 'TEASE'])","('APEX', ['HEIGHT', 'MAX', 'PEAK', 'TOP'])","('WORDS FOR SPECIFIC QUANTITIES', ['DOZEN', 'GROSS', 'PAIR', 'SCORE'])","('WHAT \xe2\x80\x9cX\xe2\x80\x9d MIGHT MEAN', ['ADULT', 'KISS', 'TEN', 'TIMES'])"
"('GIFT-GIVING ACCESSORIES', ['BOW', 'BOX', 'CARD', 'WRAPPING'])","('DATING APP ACTIONS', ['BLOCK', 'MATCH', 'MESSAGE', 'SWIPE'])","('COOL, IN SLANG', ['FIRE', 'LIT', 'SICK', 'TIGHT'])","('LUCKY ___', ['BREAK', 'CHARM', 'DUCK', 'STRIKE'])"
"('MOVE THROUGH THE AIR', ['FLOAT', 'FLY', 'GLIDE', 'SOAR'])","('HIDDEN LISTENING DEVICES', ['BUG', 'MIKE', 'TAP', 'WIRE'])","('SELECT, AS A BOX ON A FORM', ['CHECK', 'MARK', 'TICK', 'X'])","('RAPPERS MINUS FIRST LETTER', ['40', 'COLE', 'PAIN', 'TIP'])"
"('B.L.T. INGREDIENTS', ['BREAD', 'BACON', 'LETTUCE', 'TOMATO'])","('OBSTRUCT', ['BLOCK', 'CLOG', 'JAM', 'STOP'])","('BASEBALL STATS', ['DOUBLE', 'HIT', 'RUN', 'WALK'])","('SMALL ___', ['FRY', 'TALK', 'WONDER', 'WORLD'])"
"('GARDENING NOUNS/VERBS', ['PLANT', 'SEED', 'WATER', 'WEED'])","('KINDS OF SALADS', ['CAESAR', 'GREEK', 'GREEN', 'WEDGE'])","('CLASSIC GAME SHOWS, FAMILIARLY', ['FEUD', 'MILLIONAIRE', 'PYRAMID', 'WHEEL'])","('W + VOWEL SOUND', ['WAY', 'WEE', 'WHY', 'WHOA'])"
"('ORGANIZATION', ['CLUB', 'GROUP', 'PARTY', 'TEAM'])","('SHARPNESS, AS OF AN IMAGE', ['CLARITY', 'DEFINITION', 'DETAIL', 'RESOLUTION'])","('PLACES IN FRANCE', ['CHAMPAGNE', 'DIJON', 'NICE', 'TOURS'])","('HAPPY NEW YEAR!', ['BALL', 'COUNTDOWN', 'FIREWORKS', 'KISS'])"
"('BLACK-AND-WHITE ANIMALS', ['ORCA', 'PANDA', 'SKUNK', 'ZEBRA'])","('SEQUENCE', ['CHAIN', 'SERIES', 'STRING', 'TRAIN'])","('HETERONYMS', ['BASS', 'DOVE', 'DESERT', 'WIND'])","('___ TRAP', ['BEAR', 'SAND', 'SPEED', 'TOURIST'])"
"('SHIRTS', ['CROP', 'POLO', 'TANK', 'TEE'])","('COOL, IN \xe2\x80\x9980S SLANG', ['BAD', 'FLY', 'FRESH', 'RAD'])","('LETTER SPELLINGS', ['BEE', 'EX', 'GEE', 'JAY'])","('___ GEORGE', ['BOY', 'BY', 'CURIOUS', 'SAINT'])"
"('PARTS OF A CAR', ['BUMPER', 'HOOD', 'TIRE', 'TRUNK'])","('MOVE QUICKLY', ['BOLT', 'DART', 'DASH', 'ZIP'])","('BIRDS', ['CARDINAL', 'JAY', 'LARK', 'SWIFT'])","('JAZZ LEGENDS', ['HANCOCK', 'HOLIDAY', 'MONK', 'PARKER'])"
"('INDICATION OF THINGS TO COME', ['MESSAGE', 'OMEN', 'SIGN', 'WARNING'])","('NAME PREFIXES', ['GEN', 'MS', 'PROF', 'REV'])","('ART MEDIUMS', ['CHARCOAL', 'INK', 'PAINT', 'PASTEL'])","('___ PEPPER', ['BELL', 'BLACK', 'DR', 'GHOST'])"
"('ROAD NAMES', ['ALLEY', 'DRIVE', 'LANE', 'STREET'])","('PAPER IN A BOOK', ['FOLIO', 'LEAF', 'PAGE', 'SHEET'])","('RESTRAIN', ['CHECK', 'CURB', 'LIMIT', 'STEM'])","('THINGS YOU CAN DO TO YOUR NOSE', ['BLOW', 'HOLD', 'PICK', 'THUMB'])"
"('DARLING', ['BABY', 'BOO', 'DEAR', 'LOVE'])","('BASIC GEOMETRIC OBJECTS', ['LINE', 'POINT', 'RAY', 'SEGMENT'])","('OOMPH', ['ENERGY', 'FIRE', 'JUICE', 'ZIP'])","('SECRET ___', ['AGENT', 'CODE', 'SANTA', 'SAUCE'])"
"('GENTLE', ['LIGHT', 'MELLOW', 'MILD', 'SOFT'])","('CUTS OF PORK', ['BELLY', 'CHOP', 'HOCK', 'SHOULDER'])","('STATUE OF LIBERTY FEATURES', ['CROWN', 'ROBE', 'TABLET', 'TORCH'])","('THINGS TO BLOW ON FOR WISHES/LUCK', ['CANDLE', 'DANDELION', 'DICE', 'EYELASH'])"
"('MEANS OF TRANSPORTATION', ['BOAT', 'CAR', 'PLANE', 'TRAIN'])","('WILLING TO PARTICIPATE', ['DOWN', 'GAME', 'IN', 'ON BOARD'])","('LITTLE BIT, IN A RECIPE', ['DASH', 'DROP', 'PINCH', 'SPLASH'])","('___BERRY', ['BLUE', 'GOOSE', 'RASP', 'STRAW'])"
"('CLASSIC HALLOWEEN COSTUMES', ['ANGEL', 'CLOWN', 'PIRATE', 'WITCH'])","('BEE CREATIONS', ['COMB', 'HIVE', 'HONEY', 'WAX'])","('INTERVAL OF TIME', ['PERIOD', 'SPELL', 'STRETCH', 'WHILE'])","('ANIMAL HOMOPHONES', ['DEAR', 'HAIR', 'HOARSE', 'WAIL'])"
"('SEEN IN A LAUNDRY ROOM', ['DRYER', 'HAMPER', 'IRON', 'WASHER'])","('SHEPHERD', ['DIRECT', 'GUIDE', 'LEAD', 'STEER'])","('WHAT \xe2\x80\x9cI\xe2\x80\x9d MIGHT MEAN', ['IODINE', 'IOTA', 'MYSELF', 'ONE'])","('___ VALLEY', ['DEATH', 'HIDDEN', 'SILICON', 'UNCANNY'])"
"('CONTACT VIA PHONE', ['BUZZ', 'CALL', 'DIAL', 'RING'])","('BOOK SECTIONS', ['APPENDIX', 'CHAPTER', 'INDEX', 'PREFACE'])","('WEE', ['DINKY', 'LITTLE', 'MINUTE', 'SLIGHT'])","('CARTOON MICE', ['ITCHY', 'JERRY', 'PINKY', 'SPEEDY'])"
"('ACCESSORIES', ['BELT', 'BRACELET', 'TIE', 'WATCH'])","('COMEDIAN\xe2\x80\x99S OUTPUT', ['BIT', 'JOKE', 'ROUTINE', 'SKETCH'])","('ATTRACTION', ['APPEAL', 'CHARM', 'DRAW', 'PULL'])","('TWO LETTERS + NUMBER', ['CANINE', 'FREIGHT', 'OFTEN', 'STONE'])"
"('BRIEF MOMENT', ['FLASH', 'JIFFY', 'SECOND', 'WINK'])","('PRIMARY', ['CHIEF', 'FIRST', 'MAIN', 'PRINCIPAL'])","('AVENUES IN N.Y.C.', ['BROADWAY', 'FIFTH', 'MADISON', 'PARK'])","('___ HOUR', ['AMATEUR', 'ELEVENTH', 'HAPPY', 'RUSH'])"
"('RESERVE FOR LATER', ['BANK', 'SAVE', 'STASH', 'STORE'])","('BOLDNESS, FIGURATIVELY', ['GALL', 'GUTS', 'NERVE', 'STONES'])","('USED TO BUILD A SNOWMAN', ['CARROT', 'COAL', 'SNOW', 'STICKS'])","('FUNNY ___', ['BONE', 'BUSINESS', 'GIRL', 'PAGES'])"
"('FARM TOOLS', ['HOE', 'PLOW', 'RAKE', 'SICKLE'])","('SCHEME', ['PLOT', 'PLOY', 'RUSE', 'TRICK'])","('MAKE HAPPY', ['AMUSE', 'DELIGHT', 'PLEASE', 'TICKLE'])","('ONOMATOPOEIA', ['BANG', 'PLOP', 'SPLASH', 'THUD'])"
"('CURMUDGEON', ['CRAB', 'CRANK', 'GROUCH', 'GRUMP'])","('GET LOW', ['CROUCH', 'DUCK', 'SQUAT', 'STOOP'])","('NATIONAL SYMBOLS', ['ANTHEM', 'FLAG', 'MOTTO', 'SEAL'])","('SWINDLER', ['CHEAT', 'CROOK', 'QUACK', 'SHARK'])"
"('PESTER', ['BADGER', 'BUG', 'HOUND', 'NAG'])","('SPORTS VENUES', ['ARENA', 'BOWL', 'DOME', 'FIELD'])","('SEPARATE', ['DIVIDE', 'FORK', 'PART', 'SPLIT'])","('SILVER ___', ['FOX', 'LINING', 'SCREEN', 'SPOON'])"
"('GOLF COURSE PARTS', ['BUNKER', 'FAIRWAY', 'GREEN', 'ROUGH'])","('\x80\x9cI GIVE!\xe2\x80\x9d', ['ENOUGH', 'MERCY', 'STOP', 'UNCLE'])","('INDECENT', ['BAWDY', 'BLUE', 'COARSE', 'RISQUE'])","('\x80\x9d-OUGH\xe2\x80\x9d WORDS THAT DON\xe2\x80\x99T RHYME', ['BOUGH', 'COUGH', 'DOUGH', 'TOUGH'])"
"('MURKY CONDITION', ['CLOUD', 'FOG', 'HAZE', 'MIST'])","('FOLLOW', ['SHADOW', 'TAIL', 'TRACK', 'TRAIL'])","('PINBALL MACHINE COMPONENTS', ['BALL', 'BUMPER', 'FLIPPER', 'PLUNGER'])","('___LAND COUNTRIES', ['ICE', 'IRE', 'FIN', 'NETHER'])"
"('LUXURIOUS FABRICS', ['CHIFFON', 'SATIN', 'SILK', 'VELVET'])","('COME DOWN TO REST', ['PERCH', 'ROOST', 'SETTLE', 'LAND'])","('SHOE PARTS', ['EYELET', 'LACE', 'SOLE', 'TONGUE'])","('THINGS THAT ARE DELIVERED', ['BABY', 'BLOW', 'PACKAGE', 'SPEECH'])"
"('PARTS OF A RIVER', ['BANK', 'BED', 'DELTA', 'MOUTH'])","('SOMETHING EASY TO DO', ['BREEZE', 'CINCH', 'PICNIC', 'SNAP'])","('WRAP AROUND IN A CIRCLE', ['COIL', 'SPIRAL', 'TWIST', 'WIND'])","('JUMP INTO THE AIR', ['BOUND', 'LEAP', 'SPRING', 'VAULT'])"
"('ICE CREAM TREATS', ['FLOAT', 'SHAKE', 'SPLIT', 'SUNDAE'])","('HARDWARE FASTENERS', ['BOLT', 'NAIL', 'RIVET', 'SCREW'])","('KINDS OF COOKING OIL', ['CORN', 'OLIVE', 'PALM', 'PEANUT'])","('STICKY ___', ['FINGERS', 'NOTE', 'RICE', 'WICKET'])"
"('DECLINE', ['EBB', 'FADE', 'FLAG', 'WANE'])","('ABSOLUTE', ['PURE', 'SHEER', 'TOTAL', 'UTTER'])","('EXPRESS', ['AIR', 'SPEAK', 'STATE', 'VOICE'])","('SUPERHERO LAST NAMES', ['BANNER', 'PRINCE', 'STARK', 'WAYNE'])"
"('STATE ABBREVIATIONS', ['HI', 'LA', 'MA', 'OK'])","('CABLE CHANNELS', ['BET', 'E', 'HALLMARK', 'USA'])","('IN THE NATO ALPHABET', ['ALFA', 'BRAVO', 'ROMEO', 'TANGO'])","('___-___', ['BOO', 'POM', 'TOM', 'YO'])"
"('FOUND ON SHEET MUSIC', ['CLEF', 'NOTE', 'REST', 'STAFF'])","('ZODIAC SYMBOLS', ['BULL', 'CRAB', 'SCALES', 'TWINS'])","('RECORD LABELS', ['CAPITOL', 'COLUMBIA', 'VIRGIN', 'ISLAND'])","('ZODIAC SIGN BEGINNINGS', ['CAN', 'GEM', 'LIB', 'TAU'])"
"('ENORMOUS', ['BIG', 'GIANT', 'GREAT', 'HUGE'])","('BOOKSTORE SECTIONS', ['FICTION', 'HUMOR', 'POETRY', 'TRAVEL'])","('TV SHOWS WITH HAPPY-SOUNDING NAMES', ['CHEERS', 'EUPHORIA', 'FELICITY', 'GLEE'])","('___ CRANE', ['CONSTRUCTION', 'FRASIER', 'PAPER', 'WHOOPING'])"
"('UNIT OF BREAD', ['BAGUETTE', 'BUN', 'LOAF', 'ROLL'])","('ASSURE, AS A WIN', ['CLINCH', 'GUARANTEE', 'LOCK', 'SECURE'])","('SMALL IMPERFECTION', ['CHIP', 'MARK', 'NICK', 'SCRATCH'])","('HEAD OF ___', ['HAIR', 'LETTUCE', 'STATE', 'STEAM'])"
"('MONTHLY BILLS', ['CABLE', 'ELECTRIC', 'GAS', 'WATER'])","('RELATED TO SOUND/HEARING', ['ACOUSTIC', 'AUDITORY', 'HEARD', 'SONIC'])","('CONNECT', ['COUPLE', 'HITCH', 'LINK', 'TIE'])","('EXCITE, WITH \xe2\x80\x9cUP\xe2\x80\x9d', ['AMP', 'FIRE', 'HYPE', 'PUMP'])"
"('CONTAINERS', ['BASKET', 'BIN', 'CHEST', 'HAMPER'])","('CIRCULAR SHAPES', ['BAND', 'CIRCLE', 'HOOP', 'RING'])","('RESTRICT', ['CAP', 'CHECK', 'CURB', 'LIMIT'])","('___ JAM', ['NBA', 'PAPER', 'PEARL', 'TRAFFIC'])"
"('PLACES TO SHOP', ['MALL', 'MARKET', 'OUTLET', 'STORE'])","('WAYS TO REMOVE HAIR', ['SHAVE', 'THREAD', 'TWEEZE', 'WAX'])","('PORTION OF PROFIT', ['CUT', 'PIECE', 'SHARE', 'TAKE'])","('KINDS OF WRENCHES', ['ALLEN', 'CRESCENT', 'MONKEY', 'SOCKET'])"
"('AVOID', ['DODGE', 'DUCK', 'ESCAPE', 'SKIRT'])","('HITCHCOCK MOVIES', ['BIRDS', 'NOTORIOUS', 'REBECCA', 'ROPE'])","('SIDEKICKS', ['GOOSE', 'HOBBES', 'ROBIN', 'WATSON'])","('___ CHEESE', ['COTTAGE', 'CREAM', 'SAY', 'STRING'])"
"('FOOT PARTS', ['ARCH', 'BALL', 'SOLE', 'TOE'])","('MUSICAL INSTRUMENTS', ['BASS', 'HARP', 'HORN', 'ORGAN'])","('DOG COMMANDS', ['COME', 'DOWN', 'SIT', 'STAY'])","('BADDIE', ['DOG', 'HEEL', 'JERK', 'SNAKE'])"
"('ROOMS IN A HOUSE', ['BEDROOM', 'DEN', 'KITCHEN', 'STUDY'])","('LAND SURROUNDED BY WATER', ['ATOLL', 'BAR', 'ISLAND', 'KEY'])","('FILL TO EXCESS', ['CRAM', 'JAM', 'PACK', 'STUFF'])","('BEAN ___', ['BAG', 'COUNTER', 'DIP', 'SPROUT'])"
"('CARRY A TUNE', ['HUM', 'SING', 'SCAT', 'WHISTLE'])","('WHOLE AMOUNT', ['COUNT', 'GROSS', 'SUM', 'TOTAL'])","('MOJITO INGREDIENTS', ['LIME', 'MINT', 'RUM', 'SODA'])","('THINGS THAT ARE \xe2\x80\x9cSTICKY\xe2\x80\x9d', ['GLUE', 'GUM', 'TAPE', 'STICK'])"
"('MUNICIPALITIES', ['CITY', 'COUNTY', 'TOWN', 'VILLAGE'])","('BLENDER BUTTONS', ['CHOP', 'GRIND', 'PULSE', 'PUREE'])","('FINANCIAL TERMS', ['CAPITAL', 'EQUITY', 'INTEREST', 'STOCK'])","('___ LEAGUE', ['IVY', 'JUSTICE', 'LITTLE', 'PREMIER'])"
"('SECLUDED', ['HIDDEN', 'PRIVATE', 'REMOTE', 'SECRET'])","('AGGREGATE SIZE', ['AMOUNT', 'NUMBER', 'QUANTITY', 'VOLUME'])","('BODIES OF WATER', ['CANAL', 'CHANNEL', 'SOUND', 'STRAIT'])","('READS THE SAME ROTATED 180\xc2\xb0', ['96', 'MOW', 'NOON', 'SIS'])"
"('CRITICIZE', ['KNOCK', 'PAN', 'ROAST', 'SLAM'])","('REALITY SHOWS', ['ALONE', 'CATFISH', 'CHOPPED', 'SURVIVOR'])","('CAR BRANDS', ['FIAT', 'JAGUAR', 'MINI', 'RAM'])","('___ PAD', ['BACHELOR', 'LILY', 'MAXI', 'MOUSE'])"
"('FOODS WITH CRUSTS', ['PASTY', 'PIE', 'TART', 'TURNOVER'])","('ENDING IN A SILENT \xe2\x80\x9cT\xe2\x80\x9d', ['BOUQUET', 'PARFAIT', 'RAGOUT', 'RAPPORT'])","('COUNTRIES WITH RED AND WHITE FLAGS', ['JAPAN', 'POLAND', 'TUNISIA', 'TURKEY'])","('N.B.A. GREATS', ['BIRD', 'CURRY', 'JAMES', 'JORDAN'])"
"('AREAS BETWEEN MOUNTAINS AND HILLS', ['CANYON', 'GULCH', 'PASS', 'RAVINE'])","('EAT VORACIOUSLY', ['GORGE', 'GULP', 'SCARF', 'WOLF'])","('FEATURED IN \xe2\x80\x9cSNOW WHITE\xe2\x80\x9d', ['APPLE', 'BASHFUL', 'MIRROR', 'QUEEN'])","('\x80\x9cC\xe2\x80\x9d + BIRD', ['CHEN', 'CLARK', 'COWL', 'CRAVEN'])"
"('TYPES OF TEETH', ['CANINE', 'FANG', 'MOLAR', 'TUSK'])","('FASHIONABLE', ['CHIC', 'HIP', 'HOT', 'IN'])","('DANCE MOVES', ['FLOSS', 'ROBOT', 'VOGUE', 'WORM'])","('THINGS THAT SUCK', ['LEECH', 'STRAW', 'VACUUM', 'VAMPIRE'])"
"('RELIGIOUS FIGURES', ['CARDINAL', 'LAMA', 'MONK', 'PASTOR'])","('PRIMATES', ['BABOON', 'BONOBO', 'GIBBON', 'GORILLA'])","('CHUTNEY VARIETIES', ['MANGO', 'MINT', 'TAMARIND', 'TOMATO'])","('IMITATE', ['APE', 'MIME', 'MIRROR', 'PARROT'])"
"('ONSET', ['BIRTH', 'CREATION', 'DAWN', 'START'])","('VENERABLE', ['AUGUST', 'GRAND', 'NOBLE', 'REGAL'])","('WALK', ['MARCH', 'STEP', 'STRIDE', 'TREAD'])","('___ DAY HOLIDAYS', ['EARTH', 'GROUNDHOG', 'LABOR', 'MAY'])"
"('QUICK PEEK', ['GANDER', 'GLANCE', 'GLIMPSE', 'LOOK'])","('DECEIT', ['ACT', 'BLUFF', 'CHARADE', 'FRONT'])","('PARTS OF A MOUNTAIN', ['CLIFF', 'CRAG', 'LEDGE', 'RIDGE'])","('HOMOPHONES', ['PEAK', 'PEEK', 'PEKE', 'PIQUE'])"
"('BODYWEIGHT EXERCISES', ['DIPS', 'LUNGES', 'PLANKS', 'SQUATS'])","('EMAIL SIGN-OFFS', ['BEST', 'CHEERS', 'REGARDS', 'THANKS'])","('M.L.B. TEAMS, FOR SHORT', ['CARDS', 'JAYS', 'NATS', 'YANKS'])","('ELIZABETHS (AND ONE ELISABETH)', ['BANKS', 'MOSS', 'TAYLOR', 'WARREN'])"
"('BALDERDASH', ['BULL', 'HOGWASH', 'NONSENSE', 'ROT'])","('HELM', ['DIRECT', 'GUIDE', 'LEAD', 'STEER'])","('SINGLE/PLURAL ANIMALS', ['BUFFALO', 'DEER', 'FISH', 'MOOSE'])","('GREAT ___', ['DANE', 'LAKE', 'SEAL', 'WHITE'])"
"('\x80\x9cGROSS!\xe2\x80\x9d', ['EW', 'ICK', 'PU', 'UGH'])","('MAGAZINES', ['O', 'OK', 'US', 'W'])","('\x80\x9cYES\xe2\x80\x9d IN DIFFERENT LANGUAGES', ['HAI', 'JA', 'SI', 'DA'])","('HOMOPHONES', ['OUI', 'WE', 'WEE', 'WII'])"
"('BASIC EMOTIONS', ['ANGER', 'FEAR', 'HAPPINESS', 'SURPRISE'])","('BIT OF VOCAL FANFARE', ['BEHOLD', 'PRESTO', 'TADA', 'VOILA'])","('OBTAIN', ['GET', 'LAND', 'SECURE', 'WIN'])","('___ ANT', ['ADAM', 'CARPENTER', 'FIRE', 'RED'])"
"('UNIT OF LANGUAGE', ['LETTER', 'PARAGRAPH', 'SENTENCE', 'WORD'])","('TRADEMARK', ['FEATURE', 'HALLMARK', 'STAMP', 'TRAIT'])","('FUNNY PERSON', ['CARD', 'CLOWN', 'CUTUP', 'JOKER'])","('THINGS WITH LEAVES', ['BOOK', 'TABLE', 'TEA', 'TREE'])"
"('PRESIDENTS', ['FORD', 'GRANT', 'LINCOLN', 'WILSON'])","('SPORTS PROFESSIONALS', ['COACH', 'GM', 'PLAYER', 'SCOUT'])","('CAR COMPANIES', ['BMW', 'HONDA', 'JAGUAR', 'SUBARU'])","('COMMON PREFIXES', ['AUTO', 'POST', 'SEMI', 'SUB'])"
"('SPARSE/LACKING', ['LIGHT', 'SHORT', 'SPARE', 'THIN'])","('FUN TIME', ['BALL', 'BLAST', 'KICK', 'RIOT'])","('FILMMAKING EQUIPMENT', ['BOOM', 'DOLLY', 'LENS', 'TRIPOD'])","('\x80\x9cGET A ___!\xe2\x80\x9d', ['CLUE', 'GRIP', 'LIFE', 'ROOM'])"
"('SPICES', ['ANISE', 'DILL', 'NUTMEG', 'SAGE'])","('INTELLIGENT', ['BRIGHT', 'QUICK', 'SHARP', 'SMART'])","('DEODORANTS', ['AXE', 'DEGREE', 'OLD SPICE', 'SECRET'])","('MEDIEVAL WEAPONS', ['CLUB', 'MACE', 'SPEAR', 'SWORD'])"
"('DOCTORS\xe2\x80\x99 ORDERS', ['DIET', 'EXERCISE', 'FRESH AIR', 'SLEEP'])","('EMAIL ACTIONS', ['COMPOSE', 'FORWARD', 'REPLY ALL', 'SEND'])","('PODCASTS', ['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF'])","('___ COMEDY', ['BLACK', 'DIVINE', 'PROP', 'SKETCH'])"
"('BROUGHT TO THE BEACH', ['FLIP-FLOP', 'SUNSCREEN', 'TOWEL', 'UMBRELLA'])","('TYPES OF FRENCH FRIES', ['CURLY', 'SHOESTRING', 'WAFFLE', 'WEDGE'])","('EQUIVOCATE', ['HEDGE', 'SEE-SAW', 'WAVER', 'YO-YO'])","('SECOND WORDS OF VODKA COCKTAILS', ['BREEZE', 'MARY', 'MULE', 'RUSSIAN'])"
"('DIGITAL NOTIFICATION SOUNDS', ['CHIME', 'DING', 'PING', 'RING'])","('TATTLE', ['RAT', 'SING', 'SNITCH', 'SQUEAL'])","('GROUP WITHIN A GROUP', ['CAMP', 'DIVISION', 'FACTION', 'WING'])","('MICROSOFT PRODUCTS', ['BING', 'EDGE', 'SURFACE', 'WORD'])"
"('INVESTMENTS', ['BOND', 'CD', 'OPTION', 'STOCK'])","('TERMS FOR RECORDS', ['LP', 'PLATTER', 'VINYL', 'WAX'])","('CUBE-SHAPED', ['BOUILLON', 'DIE', 'ICE', 'SUGAR'])","('WORDS THAT GO WITH \xe2\x80\x9cBONE\xe2\x80\x9d', ['FUNNY', 'HERRING', 'SOUP', 'WISH'])"
"('UNCHANGING', ['EVEN', 'LEVEL', 'STABLE', 'STEADY'])","('LONG, SHARP OBJECTS', ['LANCE', 'PIN', 'SKEWER', 'SPIT'])","('MUSIC PUBLICATIONS', ['BILLBOARD', 'PITCHFORK', 'ROLLING STONE', 'SPIN'])","('WORDS WITH NUMERICAL PREFIXES', ['UNIFORM', 'BICYCLE', 'TRILOGY', 'QUADRANT'])"
"('WAYS TO PREPARE', ['DRILL', 'PRACTICE', 'STUDY', 'TRAIN'])","('HOLLOW CYLINDERS', ['HOSE', 'PIPE', 'STRAW', 'TUBE'])","('CLUE WEAPONS', ['CANDLESTICK', 'KNIFE', 'ROPE', 'WRENCH'])","('\x80\x9cE-\xe2\x80\x9d THINGS', ['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS'])"
"('NEVERTHELESS', ['HOWEVER', 'STILL', 'THOUGH', 'YET'])","('REPEATED WORDS IN EXPRESSIONS', ['HEAR', 'KNOCK', 'THERE', 'TUT'])","('WORDS ABBREVIATED WITH LETTERS', ['ARE', 'SEE', 'WHY', 'YOU'])","('ROYAL ___', ['FAMILY', 'FLUSH', 'JELLY', 'WE'])"
"('IGNITE', ['BURN', 'KINDLE', 'LIGHT', 'TORCH'])","('INFORMATION', ['DATA', 'INFO', 'INTEL', 'NEWS'])","('SMALL WOODED AREA', ['DELL', 'GLEN', 'HOLLOW', 'VALLEY'])","('THINGS WITH CORES', ['APPLE', 'COMPUTER', 'PLANET', 'REACTOR'])"
"('SOCIAL MEDIA ACTIONS', ['FOLLOW', 'LIKE', 'SHARE', 'SUBSCRIBE'])","('USE A NEEDLE AND THREAD', ['DARN', 'HEM', 'SEAM', 'SEW'])","('SHOWS SET IN HOSPITALS', ['ER', 'HOUSE', 'RATCHED', 'SCRUBS'])","('EXPRESSIONS OF HESITATION', ['ERM', 'UH', 'UM', 'WELL'])"
"('FLOWERS', ['DAISY', 'ROSE', 'TULIP', 'VIOLET'])","('SEEN ON A FARM', ['BARN', 'CHICKEN', 'FARMER', 'TRACTOR'])","('HORROR DIRECTORS', ['ASTER', 'CARPENTER', 'CRAVEN', 'WAN'])","('___ JACKET', ['DUST', 'LIFE', 'SPORTS', 'YELLOW'])"
